text,sentiment
I absolutely love this keyboard!,positive
Awful mouse. Would not recommend.,negative
The keyboard broke after one use. Not worth it.,negative
This mouse is fantastic and exceeded my expectations.,positive
I hate this watch. Very disappointing.,negative
This phone is fantastic and exceeded my expectations.,positive
"This headphone is okay, nothing special.",neutral
What an amazing phone. Highly recommend!,positive
What an amazing tablet. Highly recommend!,positive
This watch is terrible and a waste of money.,negative
I'm really happy with this camera.,positive
It's an average laptop. Just fine.,neutral
This printer is fantastic and exceeded my expectations.,positive
I absolutely love this printer!,positive
I'm really happy with this microwave.,positive
I'm really happy with this printer.,positive
I hate this headphone. Very disappointing.,negative
I hate this camera. Very disappointing.,negative
This laptop is fantastic and exceeded my expectations.,positive
The watch did its job as expected.,neutral
This headphone is fantastic and exceeded my expectations.,positive
Awful tablet. Would not recommend.,negative
I'm really happy with this microwave.,positive
What an amazing watch. Highly recommend!,positive
The watch worked perfectly and made my day!,positive
"This microwave is okay, nothing special.",neutral
I'm really happy with this tablet.,positive
The phone worked perfectly and made my day!,positive
The headphone did its job as expected.,neutral
This keyboard is terrible and a waste of money.,negative
Extremely dissatisfied with this mouse.,negative
The headphone worked perfectly and made my day!,positive
I'm really happy with this printer.,positive
What an amazing tablet. Highly recommend!,positive
It's an average mouse. Just fine.,neutral
The phone is neither good nor bad.,neutral
"No complaints about the mouse, it's decent.",neutral
I absolutely love this camera!,positive
It's an average camera. Just fine.,neutral
"No complaints about the camera, it's decent.",neutral
The microwave did its job as expected.,neutral
It's an average headphone. Just fine.,neutral
The camera is neither good nor bad.,neutral
I absolutely love this phone!,positive
The laptop is neither good nor bad.,neutral
The camera is neither good nor bad.,neutral
I'm really happy with this headphone.,positive
Awful tablet. Would not recommend.,negative
This printer is terrible and a waste of money.,negative
The microwave worked perfectly and made my day!,positive
"This keyboard is okay, nothing special.",neutral
I hate this watch. Very disappointing.,negative
It's an average keyboard. Just fine.,neutral
The printer did its job as expected.,neutral
The printer is neither good nor bad.,neutral
"No complaints about the microwave, it's decent.",neutral
I'm really happy with this laptop.,positive
Extremely dissatisfied with this headphone.,negative
Extremely dissatisfied with this laptop.,negative
This laptop is terrible and a waste of money.,negative
Awful tablet. Would not recommend.,negative
The mouse broke after one use. Not worth it.,negative
The laptop worked perfectly and made my day!,positive
The laptop did its job as expected.,neutral
The phone did its job as expected.,neutral
Awful phone. Would not recommend.,negative
I'm really happy with this headphone.,positive
I hate this printer. Very disappointing.,negative
What an amazing mouse. Highly recommend!,positive
This headphone is fantastic and exceeded my expectations.,positive
This mouse is terrible and a waste of money.,negative
The tablet did its job as expected.,neutral
Awful headphone. Would not recommend.,negative
The headphone broke after one use. Not worth it.,negative
The tablet broke after one use. Not worth it.,negative
This watch is fantastic and exceeded my expectations.,positive
What an amazing headphone. Highly recommend!,positive
"This microwave is okay, nothing special.",neutral
What an amazing mouse. Highly recommend!,positive
I hate this phone. Very disappointing.,negative
The microwave is neither good nor bad.,neutral
"No complaints about the tablet, it's decent.",neutral
Awful watch. Would not recommend.,negative
"No complaints about the laptop, it's decent.",neutral
It's an average keyboard. Just fine.,neutral
Awful headphone. Would not recommend.,negative
The keyboard is neither good nor bad.,neutral
Awful watch. Would not recommend.,negative
The laptop broke after one use. Not worth it.,negative
The printer is neither good nor bad.,neutral
The headphone is neither good nor bad.,neutral
Awful headphone. Would not recommend.,negative
"No complaints about the microwave, it's decent.",neutral
I hate this printer. Very disappointing.,negative
The mouse did its job as expected.,neutral
The microwave worked perfectly and made my day!,positive
"No complaints about the mouse, it's decent.",neutral
What an amazing phone. Highly recommend!,positive
Awful watch. Would not recommend.,negative
The headphone broke after one use. Not worth it.,negative
The camera did its job as expected.,neutral
I'm really happy with this watch.,positive
This microwave is terrible and a waste of money.,negative
It's an average keyboard. Just fine.,neutral
What an amazing watch. Highly recommend!,positive
Extremely dissatisfied with this keyboard.,negative
I'm really happy with this watch.,positive
The keyboard broke after one use. Not worth it.,negative
It's an average tablet. Just fine.,neutral
This watch is fantastic and exceeded my expectations.,positive
I hate this camera. Very disappointing.,negative
It's an average keyboard. Just fine.,neutral
"No complaints about the keyboard, it's decent.",neutral
The microwave worked perfectly and made my day!,positive
The keyboard broke after one use. Not worth it.,negative
Extremely dissatisfied with this headphone.,negative
It's an average headphone. Just fine.,neutral
The laptop did its job as expected.,neutral
I absolutely love this mouse!,positive
The headphone did its job as expected.,neutral
It's an average printer. Just fine.,neutral
The printer broke after one use. Not worth it.,negative
The printer did its job as expected.,neutral
I absolutely love this microwave!,positive
The phone broke after one use. Not worth it.,negative
This mouse is fantastic and exceeded my expectations.,positive
This phone is terrible and a waste of money.,negative
I'm really happy with this watch.,positive
The camera is neither good nor bad.,neutral
Awful microwave. Would not recommend.,negative
The laptop worked perfectly and made my day!,positive
Awful tablet. Would not recommend.,negative
What an amazing keyboard. Highly recommend!,positive
What an amazing mouse. Highly recommend!,positive
What an amazing laptop. Highly recommend!,positive
I absolutely love this printer!,positive
This tablet is terrible and a waste of money.,negative
What an amazing phone. Highly recommend!,positive
This microwave is fantastic and exceeded my expectations.,positive
I absolutely love this microwave!,positive
It's an average mouse. Just fine.,neutral
"This watch is okay, nothing special.",neutral
I absolutely love this mouse!,positive
The mouse did its job as expected.,neutral
This camera is terrible and a waste of money.,negative
Extremely dissatisfied with this phone.,negative
This keyboard is fantastic and exceeded my expectations.,positive
The laptop did its job as expected.,neutral
The microwave broke after one use. Not worth it.,negative
The microwave broke after one use. Not worth it.,negative
"This tablet is okay, nothing special.",neutral
The headphone did its job as expected.,neutral
The tablet is neither good nor bad.,neutral
"This mouse is okay, nothing special.",neutral
"No complaints about the tablet, it's decent.",neutral
I'm really happy with this camera.,positive
What an amazing phone. Highly recommend!,positive
The phone broke after one use. Not worth it.,negative
This microwave is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this microwave.,negative
"No complaints about the watch, it's decent.",neutral
"This microwave is okay, nothing special.",neutral
This camera is fantastic and exceeded my expectations.,positive
This microwave is terrible and a waste of money.,negative
"This tablet is okay, nothing special.",neutral
I'm really happy with this tablet.,positive
I hate this printer. Very disappointing.,negative
The printer did its job as expected.,neutral
This laptop is terrible and a waste of money.,negative
Extremely dissatisfied with this camera.,negative
The headphone broke after one use. Not worth it.,negative
I'm really happy with this mouse.,positive
Awful headphone. Would not recommend.,negative
The camera worked perfectly and made my day!,positive
The headphone worked perfectly and made my day!,positive
It's an average headphone. Just fine.,neutral
I'm really happy with this tablet.,positive
I hate this microwave. Very disappointing.,negative
"No complaints about the mouse, it's decent.",neutral
Extremely dissatisfied with this headphone.,negative
The laptop worked perfectly and made my day!,positive
Extremely dissatisfied with this watch.,negative
I hate this watch. Very disappointing.,negative
This printer is fantastic and exceeded my expectations.,positive
I hate this camera. Very disappointing.,negative
I hate this mouse. Very disappointing.,negative
Extremely dissatisfied with this phone.,negative
It's an average camera. Just fine.,neutral
It's an average laptop. Just fine.,neutral
The watch worked perfectly and made my day!,positive
This microwave is terrible and a waste of money.,negative
The keyboard is neither good nor bad.,neutral
I hate this tablet. Very disappointing.,negative
I absolutely love this printer!,positive
I hate this mouse. Very disappointing.,negative
It's an average watch. Just fine.,neutral
This tablet is terrible and a waste of money.,negative
This keyboard is terrible and a waste of money.,negative
This headphone is fantastic and exceeded my expectations.,positive
"No complaints about the printer, it's decent.",neutral
Awful laptop. Would not recommend.,negative
What an amazing mouse. Highly recommend!,positive
What an amazing mouse. Highly recommend!,positive
I absolutely love this keyboard!,positive
I absolutely love this camera!,positive
What an amazing camera. Highly recommend!,positive
"This headphone is okay, nothing special.",neutral
Extremely dissatisfied with this microwave.,negative
"This tablet is okay, nothing special.",neutral
"This watch is okay, nothing special.",neutral
Awful printer. Would not recommend.,negative
I'm really happy with this headphone.,positive
This printer is fantastic and exceeded my expectations.,positive
The microwave worked perfectly and made my day!,positive
Awful laptop. Would not recommend.,negative
I hate this laptop. Very disappointing.,negative
"No complaints about the phone, it's decent.",neutral
Awful laptop. Would not recommend.,negative
This phone is terrible and a waste of money.,negative
This headphone is fantastic and exceeded my expectations.,positive
Awful keyboard. Would not recommend.,negative
The watch worked perfectly and made my day!,positive
"No complaints about the mouse, it's decent.",neutral
I absolutely love this microwave!,positive
I'm really happy with this phone.,positive
"No complaints about the laptop, it's decent.",neutral
Extremely dissatisfied with this camera.,negative
The keyboard broke after one use. Not worth it.,negative
I absolutely love this printer!,positive
"No complaints about the camera, it's decent.",neutral
I absolutely love this camera!,positive
Extremely dissatisfied with this watch.,negative
"No complaints about the phone, it's decent.",neutral
I absolutely love this microwave!,positive
"No complaints about the microwave, it's decent.",neutral
"This camera is okay, nothing special.",neutral
The camera worked perfectly and made my day!,positive
The headphone broke after one use. Not worth it.,negative
I absolutely love this phone!,positive
The mouse did its job as expected.,neutral
What an amazing mouse. Highly recommend!,positive
The watch is neither good nor bad.,neutral
This camera is fantastic and exceeded my expectations.,positive
This mouse is terrible and a waste of money.,negative
The printer is neither good nor bad.,neutral
"This watch is okay, nothing special.",neutral
This laptop is terrible and a waste of money.,negative
What an amazing microwave. Highly recommend!,positive
This keyboard is fantastic and exceeded my expectations.,positive
I absolutely love this camera!,positive
What an amazing microwave. Highly recommend!,positive
"No complaints about the laptop, it's decent.",neutral
"This tablet is okay, nothing special.",neutral
"This camera is okay, nothing special.",neutral
It's an average microwave. Just fine.,neutral
The watch worked perfectly and made my day!,positive
This mouse is terrible and a waste of money.,negative
Awful camera. Would not recommend.,negative
I'm really happy with this microwave.,positive
What an amazing tablet. Highly recommend!,positive
The microwave is neither good nor bad.,neutral
"This camera is okay, nothing special.",neutral
Extremely dissatisfied with this laptop.,negative
It's an average tablet. Just fine.,neutral
"This mouse is okay, nothing special.",neutral
I hate this laptop. Very disappointing.,negative
I'm really happy with this phone.,positive
The camera is neither good nor bad.,neutral
Awful laptop. Would not recommend.,negative
The watch did its job as expected.,neutral
This printer is terrible and a waste of money.,negative
I hate this watch. Very disappointing.,negative
The mouse worked perfectly and made my day!,positive
I hate this keyboard. Very disappointing.,negative
The tablet broke after one use. Not worth it.,negative
It's an average phone. Just fine.,neutral
I absolutely love this tablet!,positive
The tablet worked perfectly and made my day!,positive
I hate this watch. Very disappointing.,negative
The mouse is neither good nor bad.,neutral
This mouse is terrible and a waste of money.,negative
The printer did its job as expected.,neutral
I hate this watch. Very disappointing.,negative
The phone broke after one use. Not worth it.,negative
The tablet did its job as expected.,neutral
The microwave worked perfectly and made my day!,positive
I'm really happy with this microwave.,positive
What an amazing tablet. Highly recommend!,positive
I'm really happy with this headphone.,positive
This keyboard is fantastic and exceeded my expectations.,positive
The headphone worked perfectly and made my day!,positive
I'm really happy with this mouse.,positive
I absolutely love this phone!,positive
I absolutely love this tablet!,positive
I hate this camera. Very disappointing.,negative
The phone broke after one use. Not worth it.,negative
The laptop is neither good nor bad.,neutral
I hate this microwave. Very disappointing.,negative
I'm really happy with this phone.,positive
The headphone is neither good nor bad.,neutral
This phone is fantastic and exceeded my expectations.,positive
The microwave worked perfectly and made my day!,positive
The phone broke after one use. Not worth it.,negative
It's an average laptop. Just fine.,neutral
I absolutely love this watch!,positive
"No complaints about the headphone, it's decent.",neutral
It's an average phone. Just fine.,neutral
I absolutely love this tablet!,positive
It's an average mouse. Just fine.,neutral
The tablet worked perfectly and made my day!,positive
Extremely dissatisfied with this phone.,negative
I absolutely love this phone!,positive
It's an average printer. Just fine.,neutral
"No complaints about the phone, it's decent.",neutral
Extremely dissatisfied with this watch.,negative
The laptop is neither good nor bad.,neutral
This camera is fantastic and exceeded my expectations.,positive
What an amazing headphone. Highly recommend!,positive
I'm really happy with this microwave.,positive
"This watch is okay, nothing special.",neutral
I'm really happy with this laptop.,positive
The printer is neither good nor bad.,neutral
Awful watch. Would not recommend.,negative
I'm really happy with this headphone.,positive
The phone broke after one use. Not worth it.,negative
What an amazing tablet. Highly recommend!,positive
What an amazing mouse. Highly recommend!,positive
I hate this watch. Very disappointing.,negative
"No complaints about the camera, it's decent.",neutral
The phone is neither good nor bad.,neutral
Awful phone. Would not recommend.,negative
The watch is neither good nor bad.,neutral
I hate this headphone. Very disappointing.,negative
What an amazing keyboard. Highly recommend!,positive
I'm really happy with this laptop.,positive
The keyboard did its job as expected.,neutral
The mouse worked perfectly and made my day!,positive
The camera is neither good nor bad.,neutral
The printer broke after one use. Not worth it.,negative
This microwave is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this camera.,negative
I hate this watch. Very disappointing.,negative
The camera worked perfectly and made my day!,positive
Extremely dissatisfied with this tablet.,negative
I'm really happy with this camera.,positive
This mouse is fantastic and exceeded my expectations.,positive
"This headphone is okay, nothing special.",neutral
"No complaints about the laptop, it's decent.",neutral
The keyboard broke after one use. Not worth it.,negative
It's an average phone. Just fine.,neutral
I absolutely love this laptop!,positive
This phone is terrible and a waste of money.,negative
The watch is neither good nor bad.,neutral
The mouse did its job as expected.,neutral
This mouse is fantastic and exceeded my expectations.,positive
This phone is terrible and a waste of money.,negative
"This tablet is okay, nothing special.",neutral
"No complaints about the microwave, it's decent.",neutral
The keyboard worked perfectly and made my day!,positive
"No complaints about the printer, it's decent.",neutral
This tablet is terrible and a waste of money.,negative
Extremely dissatisfied with this microwave.,negative
The watch is neither good nor bad.,neutral
Awful laptop. Would not recommend.,negative
Awful microwave. Would not recommend.,negative
This watch is fantastic and exceeded my expectations.,positive
What an amazing keyboard. Highly recommend!,positive
"No complaints about the camera, it's decent.",neutral
I hate this headphone. Very disappointing.,negative
I absolutely love this headphone!,positive
This mouse is terrible and a waste of money.,negative
This headphone is fantastic and exceeded my expectations.,positive
The watch worked perfectly and made my day!,positive
This camera is terrible and a waste of money.,negative
"This keyboard is okay, nothing special.",neutral
I'm really happy with this laptop.,positive
The keyboard is neither good nor bad.,neutral
The tablet broke after one use. Not worth it.,negative
What an amazing phone. Highly recommend!,positive
I'm really happy with this watch.,positive
The tablet is neither good nor bad.,neutral
"This phone is okay, nothing special.",neutral
The phone did its job as expected.,neutral
Extremely dissatisfied with this mouse.,negative
I hate this printer. Very disappointing.,negative
What an amazing microwave. Highly recommend!,positive
I hate this laptop. Very disappointing.,negative
This watch is terrible and a waste of money.,negative
It's an average phone. Just fine.,neutral
The microwave worked perfectly and made my day!,positive
The phone worked perfectly and made my day!,positive
It's an average headphone. Just fine.,neutral
The keyboard broke after one use. Not worth it.,negative
The headphone broke after one use. Not worth it.,negative
"No complaints about the camera, it's decent.",neutral
The microwave broke after one use. Not worth it.,negative
I hate this watch. Very disappointing.,negative
The camera worked perfectly and made my day!,positive
I hate this headphone. Very disappointing.,negative
The phone is neither good nor bad.,neutral
Awful headphone. Would not recommend.,negative
The mouse worked perfectly and made my day!,positive
"This printer is okay, nothing special.",neutral
This microwave is terrible and a waste of money.,negative
The tablet did its job as expected.,neutral
This tablet is fantastic and exceeded my expectations.,positive
I'm really happy with this watch.,positive
I absolutely love this camera!,positive
"No complaints about the mouse, it's decent.",neutral
I absolutely love this watch!,positive
This laptop is fantastic and exceeded my expectations.,positive
I'm really happy with this phone.,positive
The printer is neither good nor bad.,neutral
I hate this laptop. Very disappointing.,negative
I absolutely love this headphone!,positive
The phone did its job as expected.,neutral
It's an average keyboard. Just fine.,neutral
"This phone is okay, nothing special.",neutral
The watch worked perfectly and made my day!,positive
The phone worked perfectly and made my day!,positive
I'm really happy with this phone.,positive
I'm really happy with this mouse.,positive
Extremely dissatisfied with this phone.,negative
The headphone worked perfectly and made my day!,positive
I absolutely love this laptop!,positive
It's an average camera. Just fine.,neutral
It's an average tablet. Just fine.,neutral
I absolutely love this tablet!,positive
Extremely dissatisfied with this phone.,negative
It's an average tablet. Just fine.,neutral
I hate this laptop. Very disappointing.,negative
The phone is neither good nor bad.,neutral
It's an average tablet. Just fine.,neutral
The keyboard broke after one use. Not worth it.,negative
"No complaints about the mouse, it's decent.",neutral
The microwave broke after one use. Not worth it.,negative
The laptop broke after one use. Not worth it.,negative
The keyboard worked perfectly and made my day!,positive
The keyboard broke after one use. Not worth it.,negative
What an amazing camera. Highly recommend!,positive
Awful phone. Would not recommend.,negative
"This camera is okay, nothing special.",neutral
"This tablet is okay, nothing special.",neutral
I absolutely love this laptop!,positive
Extremely dissatisfied with this phone.,negative
This phone is terrible and a waste of money.,negative
I'm really happy with this camera.,positive
The watch did its job as expected.,neutral
This headphone is fantastic and exceeded my expectations.,positive
The headphone broke after one use. Not worth it.,negative
Extremely dissatisfied with this microwave.,negative
This laptop is fantastic and exceeded my expectations.,positive
The laptop worked perfectly and made my day!,positive
"No complaints about the mouse, it's decent.",neutral
The mouse worked perfectly and made my day!,positive
"No complaints about the microwave, it's decent.",neutral
Extremely dissatisfied with this headphone.,negative
The camera did its job as expected.,neutral
"This printer is okay, nothing special.",neutral
The headphone worked perfectly and made my day!,positive
What an amazing tablet. Highly recommend!,positive
I hate this microwave. Very disappointing.,negative
The microwave did its job as expected.,neutral
I'm really happy with this laptop.,positive
I'm really happy with this mouse.,positive
What an amazing watch. Highly recommend!,positive
Extremely dissatisfied with this laptop.,negative
"This camera is okay, nothing special.",neutral
Awful camera. Would not recommend.,negative
I absolutely love this printer!,positive
The watch worked perfectly and made my day!,positive
What an amazing mouse. Highly recommend!,positive
The keyboard did its job as expected.,neutral
The printer is neither good nor bad.,neutral
The phone worked perfectly and made my day!,positive
This mouse is fantastic and exceeded my expectations.,positive
"No complaints about the keyboard, it's decent.",neutral
"This watch is okay, nothing special.",neutral
The printer did its job as expected.,neutral
I absolutely love this printer!,positive
This camera is terrible and a waste of money.,negative
I absolutely love this tablet!,positive
Awful microwave. Would not recommend.,negative
The phone broke after one use. Not worth it.,negative
I hate this mouse. Very disappointing.,negative
"No complaints about the headphone, it's decent.",neutral
"This watch is okay, nothing special.",neutral
Extremely dissatisfied with this laptop.,negative
I absolutely love this microwave!,positive
I absolutely love this headphone!,positive
"No complaints about the laptop, it's decent.",neutral
"No complaints about the camera, it's decent.",neutral
The microwave worked perfectly and made my day!,positive
Extremely dissatisfied with this watch.,negative
I hate this mouse. Very disappointing.,negative
The tablet did its job as expected.,neutral
The watch is neither good nor bad.,neutral
The headphone did its job as expected.,neutral
The keyboard worked perfectly and made my day!,positive
This microwave is fantastic and exceeded my expectations.,positive
The camera worked perfectly and made my day!,positive
What an amazing laptop. Highly recommend!,positive
The printer broke after one use. Not worth it.,negative
It's an average headphone. Just fine.,neutral
Extremely dissatisfied with this keyboard.,negative
The phone did its job as expected.,neutral
This microwave is terrible and a waste of money.,negative
The microwave worked perfectly and made my day!,positive
This camera is fantastic and exceeded my expectations.,positive
The watch did its job as expected.,neutral
What an amazing camera. Highly recommend!,positive
I absolutely love this phone!,positive
I absolutely love this microwave!,positive
I'm really happy with this laptop.,positive
I'm really happy with this printer.,positive
"No complaints about the laptop, it's decent.",neutral
I hate this tablet. Very disappointing.,negative
I hate this phone. Very disappointing.,negative
I absolutely love this camera!,positive
It's an average tablet. Just fine.,neutral
The headphone broke after one use. Not worth it.,negative
The phone did its job as expected.,neutral
This tablet is fantastic and exceeded my expectations.,positive
It's an average watch. Just fine.,neutral
Awful phone. Would not recommend.,negative
"This camera is okay, nothing special.",neutral
Awful keyboard. Would not recommend.,negative
What an amazing laptop. Highly recommend!,positive
"No complaints about the phone, it's decent.",neutral
Awful watch. Would not recommend.,negative
The camera broke after one use. Not worth it.,negative
"This laptop is okay, nothing special.",neutral
What an amazing watch. Highly recommend!,positive
The headphone did its job as expected.,neutral
The camera broke after one use. Not worth it.,negative
The headphone is neither good nor bad.,neutral
Extremely dissatisfied with this mouse.,negative
The headphone worked perfectly and made my day!,positive
"This laptop is okay, nothing special.",neutral
I absolutely love this camera!,positive
Awful watch. Would not recommend.,negative
The watch did its job as expected.,neutral
"This printer is okay, nothing special.",neutral
This headphone is terrible and a waste of money.,negative
I absolutely love this phone!,positive
It's an average camera. Just fine.,neutral
I hate this microwave. Very disappointing.,negative
"This watch is okay, nothing special.",neutral
This camera is terrible and a waste of money.,negative
This mouse is fantastic and exceeded my expectations.,positive
"No complaints about the watch, it's decent.",neutral
"No complaints about the watch, it's decent.",neutral
"No complaints about the camera, it's decent.",neutral
Extremely dissatisfied with this camera.,negative
I absolutely love this printer!,positive
I hate this mouse. Very disappointing.,negative
"No complaints about the laptop, it's decent.",neutral
This phone is fantastic and exceeded my expectations.,positive
I absolutely love this microwave!,positive
This laptop is fantastic and exceeded my expectations.,positive
I absolutely love this keyboard!,positive
The keyboard did its job as expected.,neutral
The phone did its job as expected.,neutral
What an amazing camera. Highly recommend!,positive
I hate this printer. Very disappointing.,negative
Extremely dissatisfied with this camera.,negative
Extremely dissatisfied with this headphone.,negative
I'm really happy with this printer.,positive
"This camera is okay, nothing special.",neutral
The headphone broke after one use. Not worth it.,negative
The keyboard broke after one use. Not worth it.,negative
The keyboard did its job as expected.,neutral
The headphone broke after one use. Not worth it.,negative
"This mouse is okay, nothing special.",neutral
I absolutely love this laptop!,positive
I'm really happy with this headphone.,positive
The mouse is neither good nor bad.,neutral
I hate this keyboard. Very disappointing.,negative
It's an average printer. Just fine.,neutral
What an amazing headphone. Highly recommend!,positive
It's an average tablet. Just fine.,neutral
The microwave is neither good nor bad.,neutral
This camera is terrible and a waste of money.,negative
The microwave is neither good nor bad.,neutral
I'm really happy with this camera.,positive
This watch is fantastic and exceeded my expectations.,positive
What an amazing phone. Highly recommend!,positive
What an amazing keyboard. Highly recommend!,positive
The keyboard did its job as expected.,neutral
It's an average watch. Just fine.,neutral
I absolutely love this headphone!,positive
It's an average laptop. Just fine.,neutral
It's an average watch. Just fine.,neutral
This microwave is fantastic and exceeded my expectations.,positive
"No complaints about the microwave, it's decent.",neutral
It's an average keyboard. Just fine.,neutral
This laptop is fantastic and exceeded my expectations.,positive
"No complaints about the camera, it's decent.",neutral
The phone did its job as expected.,neutral
This watch is terrible and a waste of money.,negative
Extremely dissatisfied with this laptop.,negative
I'm really happy with this tablet.,positive
I absolutely love this watch!,positive
It's an average headphone. Just fine.,neutral
This microwave is fantastic and exceeded my expectations.,positive
"No complaints about the microwave, it's decent.",neutral
Extremely dissatisfied with this watch.,negative
"No complaints about the microwave, it's decent.",neutral
This headphone is fantastic and exceeded my expectations.,positive
I absolutely love this tablet!,positive
The camera is neither good nor bad.,neutral
This watch is fantastic and exceeded my expectations.,positive
The keyboard is neither good nor bad.,neutral
I absolutely love this keyboard!,positive
The printer broke after one use. Not worth it.,negative
I hate this keyboard. Very disappointing.,negative
This microwave is fantastic and exceeded my expectations.,positive
"No complaints about the headphone, it's decent.",neutral
I hate this camera. Very disappointing.,negative
"This headphone is okay, nothing special.",neutral
The printer worked perfectly and made my day!,positive
Extremely dissatisfied with this microwave.,negative
Extremely dissatisfied with this microwave.,negative
It's an average tablet. Just fine.,neutral
This watch is fantastic and exceeded my expectations.,positive
This printer is fantastic and exceeded my expectations.,positive
What an amazing keyboard. Highly recommend!,positive
The microwave worked perfectly and made my day!,positive
What an amazing phone. Highly recommend!,positive
The printer worked perfectly and made my day!,positive
"This keyboard is okay, nothing special.",neutral
Extremely dissatisfied with this printer.,negative
This camera is terrible and a waste of money.,negative
It's an average tablet. Just fine.,neutral
Awful microwave. Would not recommend.,negative
What an amazing phone. Highly recommend!,positive
"No complaints about the phone, it's decent.",neutral
The laptop broke after one use. Not worth it.,negative
"No complaints about the camera, it's decent.",neutral
The phone worked perfectly and made my day!,positive
The headphone is neither good nor bad.,neutral
I hate this watch. Very disappointing.,negative
This printer is fantastic and exceeded my expectations.,positive
The printer worked perfectly and made my day!,positive
Extremely dissatisfied with this printer.,negative
"No complaints about the tablet, it's decent.",neutral
The printer did its job as expected.,neutral
I'm really happy with this phone.,positive
This watch is fantastic and exceeded my expectations.,positive
Awful headphone. Would not recommend.,negative
This phone is terrible and a waste of money.,negative
I absolutely love this microwave!,positive
"This watch is okay, nothing special.",neutral
I hate this keyboard. Very disappointing.,negative
I'm really happy with this printer.,positive
This keyboard is fantastic and exceeded my expectations.,positive
The camera worked perfectly and made my day!,positive
I'm really happy with this watch.,positive
The laptop did its job as expected.,neutral
"This laptop is okay, nothing special.",neutral
The printer broke after one use. Not worth it.,negative
I'm really happy with this camera.,positive
"This tablet is okay, nothing special.",neutral
The mouse is neither good nor bad.,neutral
The mouse did its job as expected.,neutral
I absolutely love this microwave!,positive
The mouse is neither good nor bad.,neutral
I hate this mouse. Very disappointing.,negative
The watch broke after one use. Not worth it.,negative
The laptop is neither good nor bad.,neutral
What an amazing watch. Highly recommend!,positive
I hate this headphone. Very disappointing.,negative
This headphone is fantastic and exceeded my expectations.,positive
I hate this camera. Very disappointing.,negative
I'm really happy with this keyboard.,positive
The tablet did its job as expected.,neutral
It's an average watch. Just fine.,neutral
"This camera is okay, nothing special.",neutral
The camera is neither good nor bad.,neutral
I hate this tablet. Very disappointing.,negative
The mouse worked perfectly and made my day!,positive
The microwave is neither good nor bad.,neutral
I'm really happy with this tablet.,positive
"No complaints about the tablet, it's decent.",neutral
I absolutely love this laptop!,positive
I'm really happy with this watch.,positive
This headphone is fantastic and exceeded my expectations.,positive
"This headphone is okay, nothing special.",neutral
What an amazing tablet. Highly recommend!,positive
I'm really happy with this headphone.,positive
"No complaints about the mouse, it's decent.",neutral
"No complaints about the watch, it's decent.",neutral
I absolutely love this laptop!,positive
This microwave is fantastic and exceeded my expectations.,positive
Awful mouse. Would not recommend.,negative
"No complaints about the mouse, it's decent.",neutral
I'm really happy with this microwave.,positive
What an amazing printer. Highly recommend!,positive
I hate this phone. Very disappointing.,negative
This laptop is terrible and a waste of money.,negative
I'm really happy with this mouse.,positive
I absolutely love this mouse!,positive
The headphone worked perfectly and made my day!,positive
It's an average watch. Just fine.,neutral
The keyboard broke after one use. Not worth it.,negative
It's an average microwave. Just fine.,neutral
The mouse worked perfectly and made my day!,positive
This headphone is terrible and a waste of money.,negative
The camera worked perfectly and made my day!,positive
The microwave broke after one use. Not worth it.,negative
"This tablet is okay, nothing special.",neutral
What an amazing keyboard. Highly recommend!,positive
This mouse is fantastic and exceeded my expectations.,positive
The watch worked perfectly and made my day!,positive
I absolutely love this printer!,positive
It's an average phone. Just fine.,neutral
This camera is fantastic and exceeded my expectations.,positive
The watch is neither good nor bad.,neutral
It's an average watch. Just fine.,neutral
This mouse is terrible and a waste of money.,negative
What an amazing camera. Highly recommend!,positive
This watch is fantastic and exceeded my expectations.,positive
"No complaints about the laptop, it's decent.",neutral
I absolutely love this keyboard!,positive
I'm really happy with this tablet.,positive
The keyboard worked perfectly and made my day!,positive
I hate this mouse. Very disappointing.,negative
The mouse worked perfectly and made my day!,positive
I absolutely love this printer!,positive
I absolutely love this camera!,positive
It's an average laptop. Just fine.,neutral
The tablet broke after one use. Not worth it.,negative
This phone is fantastic and exceeded my expectations.,positive
It's an average microwave. Just fine.,neutral
The keyboard worked perfectly and made my day!,positive
I'm really happy with this tablet.,positive
The laptop is neither good nor bad.,neutral
I'm really happy with this camera.,positive
Extremely dissatisfied with this microwave.,negative
This phone is fantastic and exceeded my expectations.,positive
This laptop is terrible and a waste of money.,negative
I absolutely love this camera!,positive
The phone did its job as expected.,neutral
I'm really happy with this keyboard.,positive
The camera is neither good nor bad.,neutral
I hate this laptop. Very disappointing.,negative
"This tablet is okay, nothing special.",neutral
Awful microwave. Would not recommend.,negative
I'm really happy with this phone.,positive
It's an average mouse. Just fine.,neutral
The printer is neither good nor bad.,neutral
"No complaints about the tablet, it's decent.",neutral
I absolutely love this watch!,positive
The mouse did its job as expected.,neutral
The microwave worked perfectly and made my day!,positive
The mouse is neither good nor bad.,neutral
This mouse is terrible and a waste of money.,negative
I hate this laptop. Very disappointing.,negative
I'm really happy with this microwave.,positive
The keyboard worked perfectly and made my day!,positive
This phone is terrible and a waste of money.,negative
